43.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: Array_Operations objArrayOpp = new Array_Operations();
Execute Anonymous: Integer num = 0;
Execute Anonymous: objArrayOpp.Duplicate();
07:53:11.12 (12636114)|USER_INFO|[EXTERNAL]|0056F00000ATCAZ|ayman.shaikh@gmail.com|Pacific Standard Time|GMT-07:00
07:53:11.12 (12666541)|EXECUTION_STARTED
07:53:11.12 (12674921)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
07:53:11.12 (13034185)|VARIABLE_SCOPE_BEGIN|[2]|num|Integer|false|false
07:53:11.12 (13166125)|VARIABLE_SCOPE_BEGIN|[1]|objArrayOpp|Array_Operations|true|false
07:53:11.12 (13287585)|HEAP_ALLOCATE|[72]|Bytes:3
07:53:11.12 (13327514)|HEAP_ALLOCATE|[77]|Bytes:152
07:53:11.12 (13342354)|HEAP_ALLOCATE|[342]|Bytes:408
07:53:11.12 (13356025)|HEAP_ALLOCATE|[355]|Bytes:408
07:53:11.12 (13368016)|HEAP_ALLOCATE|[467]|Bytes:48
07:53:11.12 (13393392)|HEAP_ALLOCATE|[139]|Bytes:6
07:53:11.12 (13423584)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
07:53:11.12 (13517136)|STATEMENT_EXECUTE|[1]
07:53:11.12 (13520776)|STATEMENT_EXECUTE|[1]
07:53:11.12 (13525928)|HEAP_ALLOCATE|[1]|Bytes:13
07:53:11.12 (13533132)|HEAP_ALLOCATE|[1]|Bytes:28
07:53:11.12 (13569390)|METHOD_ENTRY|[1]|01p6F00000MPtB2|Array_Operations.Array_Operations()
07:53:11.12 (13578097)|STATEMENT_EXECUTE|[1]
07:53:11.12 (13581170)|STATEMENT_EXECUTE|[1]
07:53:11.12 (13613121)|HEAP_ALLOCATE|[50]|Bytes:5
07:53:11.12 (13638663)|HEAP_ALLOCATE|[56]|Bytes:5
07:53:11.12 (13648073)|HEAP_ALLOCATE|[64]|Bytes:7
07:53:11.12 (13668937)|SYSTEM_MODE_ENTER|false
07:53:11.12 (13690142)|HEAP_ALLOCATE|[1]|Bytes:5
07:53:11.12 (13701714)|SYSTEM_MODE_EXIT|false
07:53:11.12 (13718223)|METHOD_EXIT|[1]|Array_Operations
07:53:11.12 (13726164)|HEAP_ALLOCATE|[1]|Bytes:8
07:53:11.12 (13759162)|SYSTEM_MODE_ENTER|false
07:53:11.12 (13787870)|HEAP_ALLOCATE|[1]|Bytes:5
07:53:11.12 (13831403)|CONSTRUCTOR_ENTRY|[1]|01p6F00000MPtB2|<init>()|Array_Operations
07:53:11.12 (13860286)|VARIABLE_SCOPE_BEGIN|[1]|this|Array_Operations|true|false
07:53:11.12 (13912753)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5c3ac944
07:53:11.12 (13926711)|HEAP_ALLOCATE|[3]|Bytes:5
07:53:11.12 (13936629)|HEAP_ALLOCATE|[3]|Bytes:6
07:53:11.12 (13976733)|STATEMENT_EXECUTE|[1]
07:53:11.12 (13982595)|HEAP_ALLOCATE|[3]|Bytes:5
07:53:11.12 (13987262)|STATEMENT_EXECUTE|[3]
07:53:11.12 (14053189)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14141226)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14150504)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14159780)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14163690)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14168051)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14172420)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14176539)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14182605)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14187760)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14191821)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14195735)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14200021)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14203931)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14207739)|HEAP_ALLOCATE|[3]|Bytes:4
07:53:11.12 (14247129)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:60
07:53:11.12 (14272567)|VARIABLE_ASSIGNMENT|[3]|this.integerList|"List of size 14 too large to display"|0x5c3ac944
07:53:11.12 (14303272)|CONSTRUCTOR_EXIT|[1]|01p6F00000MPtB2|<init>()|Array_Operations
07:53:11.12 (14314577)|SYSTEM_MODE_EXIT|false
07:53:11.12 (14361711)|VARIABLE_ASSIGNMENT|[1]|objArrayOpp|{"integerList":"0x1b617fd2"}|0x5c3ac944
07:53:11.12 (14371487)|STATEMENT_EXECUTE|[2]
07:53:11.12 (14375972)|HEAP_ALLOCATE|[2]|Bytes:4
07:53:11.12 (14406561)|VARIABLE_ASSIGNMENT|[2]|num|0
07:53:11.12 (14412851)|STATEMENT_EXECUTE|[3]
07:53:11.12 (14445616)|SYSTEM_MODE_ENTER|false
07:53:11.12 (14470897)|HEAP_ALLOCATE|[3]|Bytes:5
07:53:11.12 (14544053)|METHOD_ENTRY|[3]|01p6F00000MPtB2|Array_Operations.Duplicate()
07:53:11.12 (14580762)|VARIABLE_SCOPE_BEGIN|[60]|this|Array_Operations|true|false
07:53:11.12 (14607348)|VARIABLE_ASSIGNMENT|[60]|this|{"integerList":"0x1b617fd2"}|0x5c3ac944
07:53:11.12 (14624363)|HEAP_ALLOCATE|[62]|Bytes:5
07:53:11.12 (14630723)|STATEMENT_EXECUTE|[61]
07:53:11.12 (14637132)|STATEMENT_EXECUTE|[62]
07:53:11.12 (14650978)|VARIABLE_SCOPE_BEGIN|[62]|Digit|Integer|false|false
07:53:11.12 (14663021)|VARIABLE_ASSIGNMENT|[62]|Digit|null
07:53:11.12 (14668210)|STATEMENT_EXECUTE|[63]
07:53:11.12 (14682767)|HEAP_ALLOCATE|[63]|Bytes:4
07:53:11.12 (14734434)|HEAP_ALLOCATE|[74]|Bytes:4
07:53:11.12 (14755429)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14764879)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14770229)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14775554)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14780262)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14784971)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14789729)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14794871)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14799752)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14804688)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14809384)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14814149)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14818791)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14823648)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14828370)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14832975)|HEAP_ALLOCATE|[63]|Bytes:12
07:53:11.12 (14838213)|VARIABLE_SCOPE_BEGIN|[63]|countList|List<Long>|true|false
07:53:11.12 (14865660)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
07:53:11.12 (14879079)|VARIABLE_ASSIGNMENT|[63]|countList|"List of size 16 too large to display"|0x54154700
07:53:11.12 (14887763)|STATEMENT_EXECUTE|[64]
07:53:11.12 (14891346)|VARIABLE_SCOPE_BEGIN|[64]|j|Integer|false|false
07:53:11.12 (14899298)|HEAP_ALLOCATE|[64]|Bytes:4
07:53:11.12 (14905502)|VARIABLE_ASSIGNMENT|[64]|j|0
07:53:11.12 (14972723)|STATEMENT_EXECUTE|[64]
07:53:11.12 (14975903)|STATEMENT_EXECUTE|[66]
07:53:11.12 (14986073)|HEAP_ALLOCATE|[66]|Bytes:8
07:53:11.12 (14996695)|VARIABLE_ASSIGNMENT|[66]|Digit|9
07:53:11.12 (15006261)|STATEMENT_EXECUTE|[67]
07:53:11.12 (15013967)|HEAP_ALLOCATE|[67]|Bytes:12
07:53:11.12 (15024503)|HEAP_ALLOCATE|[67]|Bytes:12
07:53:11.12 (15049631)|HEAP_ALLOCATE|[64]|Bytes:4
07:53:11.12 (15057024)|VARIABLE_ASSIGNMENT|[64]|j|1
07:53:11.12 (15072116)|STATEMENT_EXECUTE|[64]
07:53:11.12 (15074100)|STATEMENT_EXECUTE|[66]
07:53:11.12 (15077653)|HEAP_ALLOCATE|[66]|Bytes:8
07:53:11.12 (15084709)|VARIABLE_ASSIGNMENT|[66]|Digit|1
07:53:11.12 (15093854)|STATEMENT_EXECUTE|[67]
07:53:11.12 (15097978)|HEAP_ALLOCATE|[67]|Bytes:12
07:53:11.12 (15103898)|HEAP_ALLOCATE|[67]|Bytes:12
07:53:11.12 (15111284)|HEAP_ALLOCATE|[64]|Bytes:4
07:53:11.12 (15116758)|VARIABLE_ASSIGNMENT|[64]|j|2
07:53:11.12 (15130463)|STATEMENT_EXECUTE|[64]
